Date Time (UTC),Folder Path,Host avg VM count,Host avg CPU (%),Host max CPU (%),Host min CPU (%),Host avg RAM (%),Host max RAM (%),Host min RAM (%),Host avg I/O (IOPS),Host max I/O (IOPS),Host min I/O (IOPS),Host avg Network (Kbps),Host max Network (Kbps),Host min Network (Kbps),Host avg Latency Read (s),Host max Latency Read (s),Host min Latency Read (s),Host avg Latency Write (s),Host max Latency Write (s),Host min Latency Write (s)
"2021-05-01T00:00:00","ucl-prod\hypervisors","363.41","7.84","17.68","2.83","64.47","87.97","22.95","22.55","119.16","0.0","76648.29","472682.45","140.7","0.54","3.23","0.0","0.85","6.58","0.0"
"2021-05-02T00:00:00","ucl-prod\hypervisors","324.97","8.38","12.72","3.21","58.67","81.98","20.47","26.47","117.94","0.01","99080.47","1633879.07","275.65","0.75","4.71","0.0","0.51","2.76","0.0"
"2021-05-03T00:00:00","ucl-prod\hypervisors","355.0","6.84","10.36","1.89","63.83","87.04","19.66","25.3","159.25","0.01","86450.81","1217528.4","123.81","0.5","2.69","0.0","0.36","2.46","0.0"
"2021-05-04T00:00:00","ucl-prod\hypervisors","354.03","11.93","19.7","5.03","64.16","86.82","19.7","25.04","198.87","0.01","87269.65","870624.34","114.97","0.57","2.73","0.0","0.42","2.38","0.0"
"2021-05-05T00:00:00","ucl-prod\hypervisors","336.39","12.21","20.7","3.16","61.3","86.69","25.61","31.18","181.58","0.01","79675.82","593426.99","193.22","0.57","2.67","0.0","0.43","2.34","0.0"
"2021-05-06T00:00:00","ucl-prod\hypervisors","330.0","11.67","20.67","1.79","60.31","88.03","21.71","21.45","161.37","0.01","65932.09","433106.89","138.26","0.45","2.41","0.0","4.33","21.79","0.0"
"2021-05-07T00:00:00","ucl-prod\hypervisors","329.99","11.08","18.62","2.42","59.68","87.68","21.71","18.55","97.88","0.02","103595.53","968102.82","131.87","0.43","2.1","0.0","8.26","44.04","0.0"
"2021-05-08T00:00:00","ucl-prod\hypervisors","329.6","7.11","13.36","3.13","58.89","86.51","20.25","19.29","107.02","0.01","112338.63","1275460.19","131.79","0.35","2.02","0.0","0.24","1.37","0.0"
"2021-05-09T00:00:00","ucl-prod\hypervisors","258.02","7.35","10.51","2.87","48.44","73.9","20.91","22.17","149.99","0.0","71339.68","730748.52","141.14","0.5","2.51","0.0","3.77","29.96","0.0"
"2021-05-10T00:00:00","ucl-prod\hypervisors","344.08","13.93","24.8","3.05","61.32","89.34","18.9","26.28","145.48","0.0","91180.01","1033137.89","140.38","1.78","8.87","0.0","0.34","1.87","0.0"
"2021-05-11T00:00:00","ucl-prod\hypervisors","361.01","15.36","27.69","2.54","62.79","88.03","19.77","21.53","104.72","0.0","112816.63","1178919.06","138.35","1.49","9.06","0.0","0.39","2.11","0.0"
"2021-05-12T00:00:00","ucl-prod\hypervisors","360.74","15.19","26.23","1.22","63.64","86.5","11.09","21.82","178.02","0.01","111089.91","791820.42","124.93","0.62","3.88","0.0","0.42","2.84","0.0"
"2021-05-13T00:00:00","ucl-prod\hypervisors","360.95","14.71","25.38","0.0","64.58","89.86","1.15","18.44","118.25","0.01","129453.36","1878011.6","79.19","0.48","2.43","0.0","0.33","1.98","0.0"
"2021-05-14T00:00:00","ucl-prod\hypervisors","360.96","15.37","23.29","5.88","70.38","91.16","27.14","25.25","184.92","0.02","118473.33","1014602.87","164.46","0.76","5.88","0.0","0.31","1.77","0.0"
"2021-05-15T00:00:00","ucl-prod\hypervisors","360.7","14.79","35.01","4.55","69.87","89.73","27.56","21.28","169.69","0.02","151829.61","903615.74","157.86","1.03","11.82","0.0","0.26","1.5","0.0"
"2021-05-16T00:00:00","ucl-prod\hypervisors","332.6","14.69","34.23","4.38","66.01","88.53","38.18","25.46","125.85","0.02","88517.51","750679.55","142.62","1.44","13.6","0.0","0.4","2.55","0.0"
"2021-05-17T00:00:00","ucl-prod\hypervisors","339.66","18.96","28.04","5.05","66.19","91.33","31.77","30.0","161.93","0.01","168097.23","1229844.71","189.13","1.56","7.54","0.0","0.36","2.6","0.0"
"2021-05-18T00:00:00","ucl-prod\hypervisors","330.45","18.63","30.93","5.13","62.23","89.2","23.56","20.04","119.59","0.0","178160.98","2141352.94","160.34","0.71","3.68","0.0","0.53","3.75","0.0"
"2021-05-19T00:00:00","ucl-prod\hypervisors","335.45","19.23","29.76","4.54","63.83","88.86","23.56","22.47","208.86","0.01","152549.72","2095717.42","130.52","0.58","4.09","0.0","0.52","3.97","0.0"
"2021-05-20T00:00:00","ucl-prod\hypervisors","337.0","19.67","29.76","5.44","64.31","89.11","23.57","19.71","124.84","0.01","108732.27","837243.52","102.19","0.46","2.41","0.0","1.22","7.49","0.0"
"2021-05-21T00:00:00","ucl-prod\hypervisors","334.36","19.01","28.99","3.47","63.49","88.83","22.2","20.22","162.6","0.01","111941.2","1200546.63","235.08","0.44","1.9","0.0","0.58","3.34","0.0"
"2021-05-22T00:00:00","ucl-prod\hypervisors","329.69","12.66","22.84","0.0","60.0","83.0","0.0","18.32","119.05","0.0","96082.18","871160.76","0.0","0.34","1.83","0.0","0.37","2.09","0.0"
"2021-05-23T00:00:00","ucl-prod\hypervisors","279.28","8.33","19.35","0.0","52.44","82.1","0.0","18.86","146.44","0.0","162580.32","1729123.6","0.0","0.35","1.83","0.0","0.46","3.23","0.0"
"2021-05-24T00:00:00","ucl-prod\hypervisors","312.94","14.61","24.99","0.1","60.74","91.5","0.58","24.32","239.17","0.0","87798.38","964425.94","59.24","1.95","21.23","0.0","5.6","86.8","0.0"
"2021-05-25T00:00:00","ucl-prod\hypervisors","332.51","14.6","25.38","0.19","63.77","90.26","1.07","22.53","139.17","0.01","143603.66","916509.5","105.41","2.47","39.3","0.0","6.65","104.88","0.0"
"2021-05-26T00:00:00","ucl-prod\hypervisors","332.0","14.89","24.7","0.18","63.92","88.15","1.07","21.82","161.03","0.0","95405.35","719968.68","107.95","2.49","28.77","0.0","4.72","51.35","0.0"
"2021-05-27T00:00:00","ucl-prod\hypervisors","332.64","14.95","23.31","0.19","63.57","87.45","1.07","17.54","121.57","0.01","162451.68","1273918.9","112.94","0.48","3.32","0.0","2.38","20.08","0.0"
"2021-05-28T00:00:00","ucl-prod\hypervisors","332.94","13.63","21.26","0.2","63.24","87.2","1.08","19.75","126.0","0.01","139691.37","1017384.69","111.39","0.44","3.02","0.0","0.51","2.86","0.0"
"2021-05-29T00:00:00","ucl-prod\hypervisors","331.68","8.58","20.08","0.2","61.82","85.82","1.08","18.51","103.16","0.0","110518.1","1217875.33","107.19","0.42","3.23","0.0","0.42","2.42","0.0"
"2021-05-30T00:00:00","ucl-prod\hypervisors","236.56","6.62","12.41","0.2","42.76","64.0","1.08","20.86","177.01","0.0","108793.24","588608.16","107.43","0.42","2.63","0.0","0.3","1.6","0.0"
"2021-05-31T00:00:00","ucl-prod\hypervisors","210.98","5.03","11.19","0.2","38.59","65.32","1.08","21.03","139.61","0.0","117362.47","997995.84","104.22","0.41","2.96","0.0","0.28","1.51","0.0"
"2021-06-01T00:00:00","ucl-prod\hypervisors","287.01","12.29","20.67","0.18","55.63","77.47","1.08","18.5","117.3","0.01","104696.33","973163.23","108.63","0.42","3.2","0.0","0.34","1.85","0.0"
"2021-06-02T00:00:00","ucl-prod\hypervisors","330.53","12.98","21.8","0.2","64.73","89.72","1.08","28.12","160.34","0.01","258391.69","2826306.08","113.92","0.56","3.19","0.0","0.37","2.07","0.0"
"2021-06-03T00:00:00","ucl-prod\hypervisors","329.15","13.64","32.91","0.2","63.39","89.34","1.08","17.24","127.89","0.01","187361.63","2501644.97","111.92","0.5","2.86","0.0","0.48","2.1","0.0"
"2021-06-04T00:00:00","ucl-prod\hypervisors","329.88","12.96","29.26","0.01","60.11","89.92","1.09","16.97","111.87","0.02","120428.07","1257880.91","51.78","0.39","2.56","0.0","0.35","1.93","0.0"
"2021-06-05T00:00:00","ucl-prod\hypervisors","329.74","7.47","25.93","0.0","58.08","91.18","1.09","15.61","88.13","0.01","97788.64","684507.82","103.64","0.34","2.5","0.0","0.35","1.87","0.0"
"2021-06-06T00:00:00","ucl-prod\hypervisors","295.37","9.01","24.98","0.0","53.98","76.82","1.08","20.08","165.1","0.01","247992.07","2059240.27","106.49","0.45","3.88","0.0","0.3","1.43","0.0"
"2021-06-07T00:00:00","ucl-prod\hypervisors","318.97","13.4","23.96","0.0","57.88","90.68","1.09","19.27","187.87","0.0","187103.41","1216563.25","43.11","0.52","2.37","0.0","0.4","2.21","0.0"
"2021-06-08T00:00:00","ucl-prod\hypervisors","318.96","14.54","25.16","0.0","58.9","91.44","1.08","17.93","111.65","0.0","170126.12","848439.92","42.99","0.59","3.02","0.0","0.79","4.32","0.0"
"2021-06-09T00:00:00","ucl-prod\hypervisors","320.42","14.4","25.16","0.0","59.57","91.96","1.08","20.6","152.72","0.01","160901.83","2455958.91","41.79","0.46","2.64","0.0","0.62","3.07","0.0"
"2021-06-10T00:00:00","ucl-prod\hypervisors","323.8","13.79","22.35","0.0","59.56","91.49","1.08","15.4","89.0","0.01","112285.55","694008.74","43.2","0.41","2.85","0.0","0.87","5.46","0.0"
"2021-06-11T00:00:00","ucl-prod\hypervisors","323.76","13.32","20.63","0.0","59.29","91.09","1.09","15.78","123.39","0.02","216071.67","1964334.03","71.84","0.41","2.06","0.0","0.85","4.13","0.0"
"2021-06-12T00:00:00","ucl-prod\hypervisors","322.74","7.91","14.69","0.0","57.64","89.99","1.09","16.42","115.35","0.0","251108.74","2624384.22","67.87","0.4","2.36","0.0","0.3","1.45","0.0"
"2021-06-13T00:00:00","ucl-prod\hypervisors","240.44","7.41","15.04","0.0","43.22","69.51","1.09","19.36","101.3","0.0","183317.17","1397455.22","109.12","0.41","2.48","0.0","0.26","1.23","0.0"
"2021-06-14T00:00:00","ucl-prod\hypervisors","317.92","13.41","23.56","0.0","58.92","92.63","1.09","22.76","137.84","0.01","126652.26","1638756.8","42.75","0.5","2.25","0.0","0.32","1.77","0.0"
"2021-06-15T00:00:00","ucl-prod\hypervisors","317.91","13.72","25.81","0.0","58.03","91.98","1.09","19.37","119.42","0.01","168791.6","1641783.42","47.99","0.48","2.11","0.0","1.28","11.0","0.0"
"2021-06-16T00:00:00","ucl-prod\hypervisors","317.93","13.36","24.83","0.0","57.11","91.18","1.09","22.1","168.01","0.01","281791.36","2898460.21","43.64","0.51","2.42","0.0","0.6","2.92","0.0"
"2021-06-17T00:00:00","ucl-prod\hypervisors","318.44","13.85","26.53","0.0","58.7","93.22","1.09","17.37","101.15","0.01","145956.28","967783.83","104.44","0.45","2.12","0.0","1.28","7.67","0.0"
"2021-06-18T00:00:00","ucl-prod\hypervisors","318.91","13.78","30.16","0.0","56.78","92.51","1.09","18.17","126.67","0.01","199270.25","1868450.56","46.4","0.46","2.0","0.0","0.73","4.03","0.0"
"2021-06-19T00:00:00","ucl-prod\hypervisors","318.64","7.33","15.19","0.0","53.98","89.48","1.09","16.6","87.43","0.01","230402.26","4254091.72","44.95","0.37","1.86","0.0","0.28","1.5","0.0"
"2021-06-20T00:00:00","ucl-prod\hypervisors","310.82","8.33","15.23","0.0","54.7","87.2","1.09","19.61","120.17","0.01","232765.51","2279919.32","101.9","0.4","1.94","0.0","0.25","1.38","0.0"
"2021-06-21T00:00:00","ucl-prod\hypervisors","318.06","13.26","26.09","0.19","57.41","90.63","1.09","20.41","142.98","0.01","176324.29","1582999.01","103.39","0.51","2.24","0.0","0.35","1.67","0.0"
"2021-06-22T00:00:00","ucl-prod\hypervisors","327.35","15.03","26.36","0.19","61.25","88.29","1.09","21.67","152.0","0.0","445996.13","7589171.6","102.18","0.77","7.5","0.0","0.68","3.69","0.0"
"2021-06-23T00:00:00","ucl-prod\hypervisors","332.04","13.59","24.9","0.19","61.01","86.76","1.08","20.79","182.51","0.0","95485.11","807964.45","103.34","0.41","2.66","0.0","0.41","2.01","0.0"
"2021-06-24T00:00:00","ucl-prod\hypervisors","331.82","13.7","22.86","0.19","60.77","86.97","1.09","18.2","116.34","0.01","203191.01","1323344.12","99.48","0.38","2.53","0.0","1.22","6.13","0.0"
"2021-06-25T00:00:00","ucl-prod\hypervisors","331.78","12.24","20.37","0.19","60.76","86.95","1.08","18.41","134.94","0.01","108443.82","578221.29","109.83","0.39","2.32","0.0","0.4","1.93","0.0"
"2021-06-26T00:00:00","ucl-prod\hypervisors","331.54","7.92","17.26","0.2","60.49","86.99","1.08","16.32","101.88","0.01","252702.89","2191276.58","116.53","0.35","2.32","0.0","0.32","1.63","0.0"
"2021-06-27T00:00:00","ucl-prod\hypervisors","330.83","15.24","38.4","0.19","56.35","84.8","1.09","20.95","164.76","0.02","196713.09","1337311.91","104.96","0.34","2.53","0.0","0.47","2.91","0.0"
"2021-06-28T00:00:00","ucl-prod\hypervisors","334.25","21.08","45.36","0.19","57.72","87.53","1.09","25.89","190.62","0.01","277995.85","3106231.45","103.51","0.46","3.16","0.0","0.43","2.34","0.0"
"2021-06-29T00:00:00","ucl-prod\hypervisors","335.82","20.88","46.06","0.19","58.21","87.34","1.09","24.18","197.21","0.01","276660.19","3536116.91","102.55","0.46","3.21","0.0","0.39","2.03","0.0"
"2021-06-30T00:00:00","ucl-prod\hypervisors","335.98","21.25","46.29","0.19","59.08","87.4","1.09","30.4","252.07","0.01","164994.69","1336099.75","115.34","0.54","2.62","0.0","0.34","1.55","0.0"
"2021-07-01T00:00:00","ucl-prod\hypervisors","335.93","21.05","45.61","0.19","59.69","87.87","1.09","23.04","280.38","0.02","118115.12","568191.29","103.87","0.58","5.53","0.0","0.27","1.17","0.0"
"2021-07-02T00:00:00","ucl-prod\hypervisors","335.88","20.53","43.83","0.19","59.12","87.06","1.09","22.69","250.41","0.02","225900.35","1612443.29","118.42","0.43","3.13","0.0","0.36","1.22","0.0"
"2021-07-03T00:00:00","ucl-prod\hypervisors","335.5","15.78","41.61","0.19","57.22","84.51","1.09","20.34","186.57","0.0","197840.99","1176587.78","107.48","0.36","3.07","0.0","0.19","0.98","0.0"
"2021-07-04T00:00:00","ucl-prod\hypervisors","334.62","12.0","26.45","0.19","58.42","87.54","1.09","29.7","315.14","0.0","170533.19","2075691.44","123.3","0.63","6.38","0.0","0.33","1.97","0.0"
"2021-07-05T00:00:00","ucl-prod\hypervisors","335.68","16.54","27.71","0.19","58.68","88.92","1.09","25.39","337.0","0.01","247339.96","2044153.34","104.92","0.49","4.76","0.0","0.39","1.4","0.0"
"2021-07-06T00:00:00","ucl-prod\hypervisors","334.98","16.93","28.62","0.2","58.48","88.75","1.09","21.45","271.68","0.01","186954.08","1004980.15","103.92","0.44","3.84","0.0","0.51","2.51","0.0"
"2021-07-07T00:00:00","ucl-prod\hypervisors","336.85","17.46","29.61","0.2","58.84","88.87","1.09","25.35","259.06","0.01","241737.31","3223029.24","113.58","0.58","4.88","0.0","0.4","2.21","0.0"
"2021-07-08T00:00:00","ucl-prod\hypervisors","337.83","17.75","29.57","0.19","60.31","89.81","1.09","26.81","342.71","0.01","134949.71","969407.27","117.9","0.61","5.96","0.0","0.38","1.86","0.0"
"2021-07-09T00:00:00","ucl-prod\hypervisors","310.84","16.21","27.93","0.2","56.68","89.57","1.09","19.73","156.66","0.01","214194.17","3227337.05","139.73","0.53","3.92","0.0","0.45","2.43","0.0"
"2021-07-10T00:00:00","ucl-prod\hypervisors","292.68","10.49","28.67","0.0","48.76","84.53","0.27","11.22","89.14","0.01","160093.79","2068465.86","27.78","0.53","5.53","0.0","4.24","129.66","0.0"
"2021-07-11T00:00:00","ucl-prod\hypervisors","292.48","15.69","36.3","0.01","53.04","91.85","1.06","11.45","81.48","0.0","144069.15","1379646.61","95.12","0.83","8.55","0.0","0.86","6.37","0.0"
"2021-07-12T00:00:00","ucl-prod\hypervisors","296.45","20.9","37.46","0.21","53.46","90.21","1.09","12.6","119.1","0.0","136957.23","2729048.49","108.47","0.5","4.1","0.0","0.49","2.5","0.0"
"2021-07-13T00:00:00","ucl-prod\hypervisors","298.0","21.62","41.78","0.2","53.45","86.99","1.09","12.06","83.48","0.02","245999.14","1477770.09","103.26","0.61","3.76","0.0","2.95","15.36","0.0"
"2021-07-14T00:00:00","ucl-prod\hypervisors","309.01","22.5","45.28","1.74","54.27","87.08","5.91","22.14","100.45","0.02","133608.38","791105.57","140.33","0.63","3.28","0.0","0.53","2.74","0.0"
"2021-07-15T00:00:00","ucl-prod\hypervisors","318.71","22.13","40.6","2.59","54.55","86.69","8.49","21.23","135.35","0.02","311481.32","2582938.27","115.43","0.61","3.06","0.0","2.5","11.4","0.0"
"2021-07-16T00:00:00","ucl-prod\hypervisors","318.73","21.38","40.47","2.69","54.68","87.0","8.5","20.97","93.57","0.01","217649.48","2116987.97","119.57","0.67","4.99","0.0","1.25","6.84","0.0"
"2021-07-17T00:00:00","ucl-prod\hypervisors","318.48","16.99","38.03","2.61","53.58","84.75","8.5","22.89","111.08","0.0","252198.08","1445465.93","120.84","0.71","4.79","0.0","0.9","5.62","0.0"
"2021-07-18T00:00:00","ucl-prod\hypervisors","317.76","7.67","11.82","2.3","56.24","85.2","8.5","21.1","125.78","0.0","307713.01","3261281.71","119.56","0.72","3.97","0.0","0.47","2.27","0.0"
"2021-07-19T00:00:00","ucl-prod\hypervisors","318.71","11.54","17.67","2.64","56.8","86.13","8.5","29.24","213.54","0.01","240553.86","1549065.07","114.09","0.66","5.05","0.0","0.56","2.47","0.0"
"2021-07-20T00:00:00","ucl-prod\hypervisors","319.27","11.42","17.68","2.84","56.81","85.94","8.5","32.57","263.72","0.01","246317.84","1467350.47","112.23","0.7","5.55","0.0","1.06","6.34","0.0"
"2021-07-21T00:00:00","ucl-prod\hypervisors","320.41","11.47","18.16","2.75","57.35","86.33","8.5","28.76","202.33","0.01","268381.3","2428376.4","115.96","0.68","6.0","0.0","0.7","3.55","0.0"
"2021-07-22T00:00:00","ucl-prod\hypervisors","320.77","11.79","18.93","2.49","57.68","86.33","9.06","22.26","197.74","0.02","218676.11","2188583.04","107.87","0.63","5.04","0.0","1.99","9.67","0.0"
"2021-07-23T00:00:00","ucl-prod\hypervisors","320.8","11.07","17.57","2.58","57.51","86.19","9.37","26.62","231.02","0.02","192448.1","1399566.52","115.91","0.6","3.88","0.0","1.31","8.55","0.0"
"2021-07-24T00:00:00","ucl-prod\hypervisors","321.46","6.78","13.31","2.46","56.07","84.15","9.79","21.58","191.99","0.0","273076.88","2286780.38","113.7","0.57","3.49","0.0","1.13","6.59","0.0"
"2021-07-25T00:00:00","ucl-prod\hypervisors","319.88","7.48","13.14","2.42","57.11","82.83","9.1","26.64","216.48","0.01","456540.98","4142697.44","112.35","0.67","3.89","0.0","0.63","4.45","0.0"
"2021-07-26T00:00:00","ucl-prod\hypervisors","320.73","11.76","19.58","2.47","57.21","84.2","9.71","26.22","249.39","0.01","233651.78","2465917.66","133.4","0.59","4.6","0.0","0.47","2.83","0.0"
"2021-07-27T00:00:00","ucl-prod\hypervisors","319.22","11.07","18.12","3.06","56.25","83.37","9.73","27.81","307.86","0.01","281481.61","2520076.03","118.81","0.59","4.09","0.0","0.46","2.7","0.0"
"2021-07-28T00:00:00","ucl-prod\hypervisors","317.13","12.48","19.94","3.16","55.93","83.94","9.56","35.98","251.65","0.0","202340.32","2134821.69","119.74","0.66","4.84","0.0","0.45","2.53","0.0"
"2021-07-29T00:00:00","ucl-prod\hypervisors","318.41","12.76","21.08","4.08","56.55","83.94","13.19","27.21","220.33","0.01","226600.11","1505864.19","159.1","0.67","4.39","0.0","2.77","10.97","0.0"
"2021-07-30T00:00:00","ucl-prod\hypervisors","326.12","12.39","18.13","4.7","57.43","84.3","16.22","40.86","244.74","0.0","254350.26","4687497.03","228.37","0.97","3.85","0.0","0.68","4.53","0.0"
"2021-07-31T00:00:00","ucl-prod\hypervisors","332.57","8.11","13.39","4.6","55.46","82.59","19.36","32.69","217.26","0.01","358156.5","1868055.34","124.29","0.83","3.7","0.0","0.85","4.8","0.0"
"2021-08-01T00:00:00","ucl-prod\hypervisors","331.72","8.01","12.65","4.98","55.72","84.22","8.6","27.73","193.66","0.01","275545.83","2703360.17","119.72","0.6","2.69","0.0","0.42","2.31","0.0"
"2021-08-02T00:00:00","ucl-prod\hypervisors","332.74","11.47","17.71","5.62","56.09","88.22","8.63","35.61","302.67","0.01","247227.02","2397435.0","146.35","0.77","5.18","0.0","0.32","1.55","0.0"
"2021-08-03T00:00:00","ucl-prod\hypervisors","332.74","11.93","17.31","5.51","56.48","88.94","8.55","28.42","229.56","0.01","181027.67","905031.73","137.01","0.76","5.7","0.0","0.33","1.6","0.0"
"2021-08-04T00:00:00","ucl-prod\hypervisors","329.38","12.21","19.55","5.79","56.7","89.47","8.54","38.49","232.29","0.01","225195.07","2290890.29","120.36","0.7","3.92","0.0","1.04","6.5","0.0"
"2021-08-05T00:00:00","ucl-prod\hypervisors","326.74","12.27","18.22","5.72","56.59","89.83","8.54","30.83","236.63","0.01","304869.66","2398737.87","117.05","0.68","3.4","0.0","0.95","5.97","0.0"
"2021-08-06T00:00:00","ucl-prod\hypervisors","326.73","11.54","16.31","5.83","56.35","89.48","8.71","44.63","271.62","0.02","197540.4","1363117.44","118.94","0.71","3.62","0.0","0.32","1.55","0.0"
"2021-08-07T00:00:00","ucl-prod\hypervisors","326.47","8.1","12.81","5.37","54.91","85.61","8.55","31.74","246.26","0.0","165589.74","944132.86","116.57","0.7","4.52","0.0","1.15","6.91","0.0"
"2021-08-08T00:00:00","ucl-prod\hypervisors","325.76","8.52","13.8","4.48","57.21","81.63","10.0","34.76","235.74","0.0","376002.62","2956913.29","173.95","0.66","3.45","0.0","0.26","1.32","0.0"
"2021-08-09T00:00:00","ucl-prod\hypervisors","332.2","11.77","17.89","5.12","58.39","84.18","10.15","27.84","184.86","0.0","230594.54","1808173.3","118.33","0.73","3.73","0.0","0.44","3.51","0.0"
"2021-08-10T00:00:00","ucl-prod\hypervisors","334.75","11.7","17.45","4.51","58.65","84.54","10.67","27.41","181.27","0.0","260793.82","1894419.72","153.84","0.65","4.32","0.0","0.34","1.98","0.0"
"2021-08-11T00:00:00","ucl-prod\hypervisors","334.74","12.11","17.03","4.87","58.86","85.59","10.62","33.04","247.64","0.0","237749.58","2844613.42","125.72","0.74","5.08","0.0","0.27","1.36","0.0"
"2021-08-12T00:00:00","ucl-prod\hypervisors","334.76","12.29","18.73","4.46","59.14","85.73","10.71","29.92","277.49","0.01","249181.8","1575186.17","127.13","0.77","3.95","0.0","0.4","3.09","0.0"
"2021-08-13T00:00:00","ucl-prod\hypervisors","334.76","11.75","19.14","4.49","59.04","85.13","10.34","30.41","249.58","0.01","160542.96","1049214.0","156.63","0.66","3.89","0.0","0.3","1.58","0.0"
"2021-08-14T00:00:00","ucl-prod\hypervisors","334.46","8.17","13.96","4.1","57.6","83.2","10.13","37.83","184.48","0.0","127175.4","665915.87","134.35","0.69","4.17","0.0","0.25","1.66","0.0"
"2021-08-15T00:00:00","ucl-prod\hypervisors","333.72","8.49","18.12","4.98","59.5","84.8","12.2","30.11","120.52","0.0","222727.55","1653847.25","156.39","0.65","3.9","0.0","0.3","1.91","0.0"
