Date Time (UTC),Folder Path,Host avg VM count,Host avg CPU (%),Host max CPU (%),Host min CPU (%),Host avg RAM (%),Host max RAM (%),Host min RAM (%),Host avg I/O (IOPS),Host max I/O (IOPS),Host min I/O (IOPS),Host avg Network (Kbps),Host max Network (Kbps),Host min Network (Kbps),Host avg Latency Read (s),Host max Latency Read (s),Host min Latency Read (s),Host avg Latency Write (s),Host max Latency Write (s),Host min Latency Write (s)
"2021-12-28T00:00:00","ucl-prod\hypervisors","327.0","6.22","12.98","1.59","63.06","91.1","11.17","156.5","4337.63","0.02","35646.7","257399.02","103.12","0.73","6.91","0.0","0.24","1.03","0.0"
"2021-12-29T00:00:00","ucl-prod\hypervisors","327.0","6.58","13.11","1.63","63.1","91.1","11.17","157.8","4372.53","0.02","73428.31","561145.8","83.12","0.71","7.41","0.0","0.24","0.98","0.0"
"2021-12-30T00:00:00","ucl-prod\hypervisors","327.0","6.68","13.2","1.61","63.09","91.1","11.17","155.48","4473.87","0.02","15008.08","146476.1","82.22","0.72","6.07","0.0","0.24","1.09","0.0"
"2021-12-31T00:00:00","ucl-prod\hypervisors","327.0","6.71","17.71","1.59","63.12","91.11","11.18","99.17","2466.78","0.02","22923.69","178035.48","82.32","0.73","7.13","0.0","0.23","0.93","0.0"
"2022-01-01T00:00:00","ucl-prod\hypervisors","327.0","6.04","12.47","1.57","62.96","91.11","11.18","34.37","253.28","0.02","27718.29","439738.81","83.74","0.76","8.57","0.0","0.23","0.99","0.0"
"2022-01-02T00:00:00","ucl-prod\hypervisors","315.7","8.55","14.95","2.47","62.72","89.34","11.17","35.08","280.37","0.02","87508.15","860487.66","83.23","1.38","7.29","0.0","0.29","0.96","0.0"
"2022-01-03T00:00:00","ucl-prod\hypervisors","315.0","6.73","12.72","1.73","61.39","91.13","11.18","32.93","245.81","0.02","55096.24","322412.06","82.09","0.72","5.7","0.0","0.25","0.91","0.0"
"2022-01-04T00:00:00","ucl-prod\hypervisors","325.6","11.67","19.44","1.63","63.54","91.13","11.67","31.64","255.87","0.02","100170.74","1686812.79","95.0","0.8","6.93","0.0","0.31","0.99","0.0"
"2022-01-05T00:00:00","ucl-prod\hypervisors","331.6","12.21","21.84","1.7","63.08","91.13","11.67","34.92","298.13","0.01","36739.77","219817.59","115.51","0.76","5.73","0.0","0.27","0.94","0.0"
"2022-01-06T00:00:00","ucl-prod\hypervisors","331.0","12.67","22.33","1.72","62.48","91.13","11.67","34.26","250.67","0.02","55001.27","453676.61","140.47","0.8","6.57","0.0","0.27","0.93","0.0"
"2022-01-07T00:00:00","ucl-prod\hypervisors","331.0","12.76","23.68","1.64","62.27","90.9","11.64","35.52","290.13","0.01","42887.03","407411.45","110.78","0.89","7.98","0.0","0.61","2.14","0.0"
"2022-01-08T00:00:00","ucl-prod\hypervisors","331.0","7.6","12.87","1.71","60.41","91.13","11.67","35.84","240.81","0.0","54283.13","420085.52","105.77","0.88","7.21","0.0","0.37","1.43","0.0"
"2022-01-09T00:00:00","ucl-prod\hypervisors","319.83","9.72","14.79","2.37","63.11","93.98","11.67","36.18","276.07","0.01","75195.81","593523.36","105.24","1.45","7.47","0.0","0.37","1.39","0.0"
"2022-01-10T00:00:00","ucl-prod\hypervisors","319.0","13.15","22.34","1.88","62.19","96.25","11.18","38.29","286.94","0.01","59618.34","402617.81","109.08","0.99","10.62","0.0","0.35","1.32","0.0"
"2022-01-11T00:00:00","ucl-prod\hypervisors","319.0","13.66","23.04","1.82","60.58","96.07","11.19","36.14","300.48","0.02","73948.99","542008.33","120.36","0.85","6.59","0.0","0.33","1.14","0.0"
"2022-01-12T00:00:00","ucl-prod\hypervisors","319.0","13.12","21.69","1.68","60.4","96.31","11.19","33.89","137.55","0.02","41782.37","210528.14","109.41","0.89","6.42","0.0","0.27","0.94","0.0"
"2022-01-13T00:00:00","ucl-prod\hypervisors","319.52","13.13","24.44","3.28","60.55","96.43","11.19","30.03","128.8","0.02","76127.35","587817.97","108.98","1.03","9.93","0.0","0.42","1.77","0.0"
"2022-01-14T00:00:00","ucl-prod\hypervisors","326.46","12.41","22.09","4.21","61.55","96.46","14.86","31.22","163.06","0.01","74196.06","686274.66","162.11","1.14","10.27","0.0","0.28","1.15","0.0"
"2022-01-15T00:00:00","ucl-prod\hypervisors","330.0","7.44","12.27","1.68","60.43","96.47","14.86","35.65","180.72","0.01","80334.0","476019.67","125.97","1.14","10.23","0.0","0.31","1.09","0.0"
"2022-01-16T00:00:00","ucl-prod\hypervisors","318.81","9.17","13.24","3.41","63.05","90.92","13.0","34.29","136.55","0.01","65853.22","718853.32","131.67","1.7","11.27","0.0","0.3","0.98","0.0"
"2022-01-17T00:00:00","ucl-prod\hypervisors","326.49","13.28","21.03","3.74","63.51","92.26","11.19","38.39","307.18","0.01","67648.94","753324.37","128.77","1.34","12.26","0.0","0.55","2.24","0.0"
"2022-01-18T00:00:00","ucl-prod\hypervisors","334.76","14.42","24.16","3.03","62.83","92.26","11.19","30.5","115.82","0.01","121313.42","1399007.66","109.43","1.08","10.93","0.0","0.34","1.55","0.0"
"2022-01-19T00:00:00","ucl-prod\hypervisors","334.99","14.21","24.38","3.22","62.66","93.19","11.19","31.57","131.69","0.0","45188.56","473839.11","109.82","0.9","9.53","0.0","0.35","1.53","0.0"
"2022-01-20T00:00:00","ucl-prod\hypervisors","335.41","14.55","24.44","3.52","64.22","93.27","11.19","32.68","132.11","0.01","122831.66","1528276.63","110.44","1.29","9.6","0.0","0.74","3.2","0.0"
"2022-01-21T00:00:00","ucl-prod\hypervisors","335.84","14.49","27.8","3.82","65.91","93.4","11.19","35.16","123.7","0.0","41977.23","338105.93","118.13","1.33","7.74","0.0","0.62","2.44","0.0"
"2022-01-22T00:00:00","ucl-prod\hypervisors","336.0","7.52","13.12","3.22","64.95","93.46","11.19","37.62","165.67","0.01","91833.19","631602.34","108.58","0.95","6.65","0.0","0.31","1.41","0.0"
"2022-01-23T00:00:00","ucl-prod\hypervisors","331.75","9.83","15.15","3.27","63.58","90.64","11.94","33.45","152.43","0.01","111274.75","771660.47","105.57","1.51","8.42","0.0","0.31","1.56","0.0"
"2022-01-24T00:00:00","ucl-prod\hypervisors","335.97","13.78","26.05","3.74","63.49","92.12","14.48","30.91","128.2","0.01","135138.04","729813.93","121.14","1.0","8.98","0.0","0.24","1.01","0.0"
"2022-01-25T00:00:00","ucl-prod\hypervisors","336.6","13.66","24.9","3.42","62.5","92.12","14.87","40.8","189.19","0.01","123766.88","1629252.81","134.52","0.96","8.82","0.0","0.3","1.13","0.0"
"2022-01-26T00:00:00","ucl-prod\hypervisors","337.0","14.25","25.72","3.43","62.37","92.09","14.87","35.99","222.88","0.01","123063.01","852805.06","124.0","0.97","7.81","0.0","0.47","2.33","0.0"
"2022-01-27T00:00:00","ucl-prod\hypervisors","336.97","14.67","25.86","3.47","62.59","91.99","14.85","27.83","87.0","0.01","98478.05","800850.75","122.63","1.1","10.3","0.0","1.85","6.11","0.0"
"2022-01-28T00:00:00","ucl-prod\hypervisors","337.0","13.5","22.7","3.59","61.89","92.07","14.87","30.77","146.81","0.0","61836.32","712570.6","110.23","1.08","9.47","0.0","0.53","2.98","0.0"
"2022-01-29T00:00:00","ucl-prod\hypervisors","337.0","8.44","14.32","2.79","59.73","92.06","14.87","41.26","188.92","0.02","111925.64","955742.97","111.58","1.0","9.0","0.0","0.41","2.2","0.0"
"2022-01-30T00:00:00","ucl-prod\hypervisors","312.51","8.61","13.52","2.4","57.57","81.17","12.09","33.19","167.93","0.02","151982.79","817091.75","115.92","1.25","6.87","0.0","0.29","1.39","0.0"
"2022-01-31T00:00:00","ucl-prod\hypervisors","323.59","13.31","21.93","2.55","60.77","81.57","14.32","33.43","126.73","0.01","59041.5","322429.3","122.36","0.94","6.4","0.0","0.54","3.43","0.0"
"2022-02-01T00:00:00","ucl-prod\hypervisors","336.07","12.79","22.64","2.06","62.16","86.74","14.87","30.51","114.71","0.0","155623.34","1099423.25","104.79","0.9","8.01","0.0","0.32","1.44","0.0"
"2022-02-02T00:00:00","ucl-prod\hypervisors","335.98","14.15","28.12","2.88","62.66","86.29","14.88","36.79","124.73","0.01","108452.25","635091.06","131.56","1.23","9.37","0.0","0.48","2.72","0.0"
"2022-02-03T00:00:00","ucl-prod\hypervisors","336.0","13.67","29.59","3.79","62.98","85.81","14.86","32.29","107.39","0.02","123622.77","895671.56","247.7","0.96","9.83","0.0","0.27","1.39","0.0"
"2022-02-04T00:00:00","ucl-prod\hypervisors","336.0","13.21","28.36","3.48","62.36","84.86","14.86","29.62","113.49","0.02","172887.4","2045928.21","111.82","0.94","7.78","0.0","0.3","1.32","0.0"
"2022-02-05T00:00:00","ucl-prod\hypervisors","336.0","8.5","20.32","3.03","60.5","82.6","14.86","34.01","136.32","0.02","146573.1","1627851.55","110.85","0.94","7.32","0.0","0.33","1.36","0.0"
"2022-02-06T00:00:00","ucl-prod\hypervisors","328.94","9.43","16.17","3.44","61.51","87.41","9.65","31.43","126.66","0.03","74038.9","897086.14","109.34","1.33","7.15","0.0","0.28","1.13","0.0"
"2022-02-07T00:00:00","ucl-prod\hypervisors","332.73","13.84","22.93","4.48","62.93","89.96","12.59","34.25","148.3","0.02","149429.88","930133.59","120.49","1.22","8.17","0.0","0.95","4.88","0.0"
"2022-02-08T00:00:00","ucl-prod\hypervisors","335.53","13.66","23.1","4.13","63.09","89.11","14.86","30.26","114.29","0.03","99516.46","803799.43","128.63","1.27","11.66","0.0","0.71","3.25","0.0"
"2022-02-09T00:00:00","ucl-prod\hypervisors","336.0","14.0","22.27","3.79","63.19","88.31","14.86","38.17","162.2","0.02","106395.26","646989.95","117.45","1.15","10.66","0.0","0.44","1.99","0.0"
"2022-02-10T00:00:00","ucl-prod\hypervisors","336.0","13.68","23.11","3.6","62.92","88.14","14.86","30.69","116.26","0.02","135147.87","1604620.36","106.63","0.93","7.91","0.0","0.37","1.76","0.0"
"2022-02-11T00:00:00","ucl-prod\hypervisors","336.02","13.65","22.74","2.66","62.59","86.99","14.82","28.57","109.98","0.02","183754.3","2484476.26","104.43","0.95","7.83","0.0","0.36","2.01","0.0"
"2022-02-12T00:00:00","ucl-prod\hypervisors","336.36","8.66","14.91","1.98","60.7","83.7","14.86","36.72","178.26","0.0","111741.71","905075.73","109.45","0.86","7.38","0.0","0.33","1.56","0.0"
"2022-02-13T00:00:00","ucl-prod\hypervisors","331.85","9.88","18.58","3.69","62.75","81.85","12.81","32.36","136.4","0.0","210601.77","1937636.24","123.51","1.38","8.07","0.0","0.43","1.45","0.0"
"2022-02-14T00:00:00","ucl-prod\hypervisors","336.0","11.62","22.09","3.77","62.98","82.15","14.38","32.9","137.47","0.0","132950.37","1086786.76","136.74","1.04","8.95","0.0","0.39","1.3","0.0"
"2022-02-15T00:00:00","ucl-prod\hypervisors","337.57","11.81","23.1","3.04","62.01","82.59","14.77","34.37","130.1","0.0","183851.7","1334474.88","117.55","1.06","9.49","0.0","0.62","2.45","0.0"
"2022-02-16T00:00:00","ucl-prod\hypervisors","339.0","12.22","23.45","3.19","62.1","82.61","14.87","31.68","120.23","0.01","168199.0","2346368.25","111.03","1.19","11.8","0.0","0.4","1.23","0.0"
"2022-02-17T00:00:00","ucl-prod\hypervisors","339.0","12.53","23.15","3.29","62.63","82.62","14.87","29.06","100.98","0.01","116141.36","1491183.64","106.7","1.27","12.71","0.0","0.5","1.78","0.0"
"2022-02-18T00:00:00","ucl-prod\hypervisors","339.0","13.44","23.31","4.16","63.0","82.62","14.86","33.95","148.85","0.01","261507.72","2447828.48","104.44","1.0","8.16","0.0","0.44","1.65","0.0"
"2022-02-19T00:00:00","ucl-prod\hypervisors","339.0","9.1","19.43","3.26","60.91","82.61","14.87","34.77","178.19","0.01","183158.4","1249640.59","107.35","0.82","6.86","0.0","0.36","1.45","0.0"
"2022-02-20T00:00:00","ucl-prod\hypervisors","318.72","9.66","16.96","2.53","58.92","82.25","9.65","31.94","152.94","0.01","138760.71","1180922.19","108.26","1.47","8.37","0.0","0.46","1.54","0.0"
"2022-02-21T00:00:00","ucl-prod\hypervisors","329.52","13.92","23.8","3.68","61.82","82.48","12.4","39.34","132.11","0.0","180074.58","1349882.86","170.37","1.08","10.17","0.0","0.56","2.58","0.0"
"2022-02-22T00:00:00","ucl-prod\hypervisors","338.7","12.72","21.92","3.41","62.37","83.35","14.64","34.46","117.28","0.01","215473.17","2748612.41","130.53","0.84","7.05","0.0","0.43","1.45","0.0"
"2022-02-23T00:00:00","ucl-prod\hypervisors","338.04","13.46","23.92","3.57","61.51","82.21","14.75","30.45","127.38","0.02","214197.58","1731574.07","131.09","0.69","4.01","0.0","0.44","1.48","0.0"
"2022-02-24T00:00:00","ucl-prod\hypervisors","338.0","13.71","25.06","3.78","61.23","82.46","14.86","33.65","134.92","0.02","113935.81","1327983.92","115.75","1.0","8.53","0.0","1.76","5.92","0.0"
"2022-02-25T00:00:00","ucl-prod\hypervisors","334.08","13.36","23.57","3.51","60.5","81.87","14.11","26.76","101.39","0.0","116885.66","696425.82","111.15","1.05","11.11","0.0","0.46","1.69","0.0"
"2022-02-26T00:00:00","ucl-prod\hypervisors","329.0","9.37","17.94","3.32","58.35","78.3","12.78","31.99","181.37","0.0","153349.75","817592.29","111.64","0.95","9.9","0.0","0.47","2.48","0.0"
"2022-02-27T00:00:00","ucl-prod\hypervisors","309.65","9.76","18.32","3.46","57.47","91.51","12.78","33.07","142.62","0.0","168912.73","2055812.62","108.97","1.36","7.68","0.0","0.45","1.75","0.0"
"2022-02-28T00:00:00","ucl-prod\hypervisors","336.07","14.05","25.92","3.65","62.05","93.44","12.78","46.5","234.95","0.0","215892.48","810183.83","111.48","1.16","9.06","0.0","0.59","2.4","0.0"
"2022-03-01T00:00:00","ucl-prod\hypervisors","336.54","14.08","25.41","3.01","61.32","94.61","12.78","34.48","196.9","0.01","117494.78","823775.47","114.46","0.9","9.69","0.0","0.37","1.7","0.0"
"2022-03-02T00:00:00","ucl-prod\hypervisors","328.81","13.37","22.75","3.02","58.0","83.46","12.78","31.55","153.5","0.01","136668.2","1660046.91","111.43","0.89","11.16","0.0","0.6","2.6","0.0"
"2022-03-03T00:00:00","ucl-prod\hypervisors","300.99","13.8","25.28","2.83","48.57","84.32","12.47","26.1","131.12","0.0","165138.28","836614.25","97.96","0.89","9.63","0.0","0.32","1.38","0.0"
"2022-03-04T00:00:00","ucl-prod\hypervisors","300.98","12.68","22.49","2.79","47.93","83.66","9.07","26.46","103.34","0.0","154238.36","790168.12","95.54","0.92","8.89","0.0","0.26","1.13","0.0"
"2022-03-05T00:00:00","ucl-prod\hypervisors","301.0","8.67","19.0","2.83","46.05","85.01","9.07","30.34","163.55","0.01","222423.42","1759318.41","98.52","0.93","8.4","0.0","0.44","1.86","0.0"
"2022-03-06T00:00:00","ucl-prod\hypervisors","298.82","8.69","17.38","3.03","46.89","73.68","9.07","27.07","117.71","0.01","209540.74","1301948.11","93.23","0.97","9.78","0.0","1.67","17.49","0.0"
"2022-03-07T00:00:00","ucl-prod\hypervisors","300.05","12.73","32.64","2.53","48.59","80.34","9.07","36.09","134.9","0.02","132784.51","1493021.29","98.15","0.8","7.23","0.0","0.28","1.36","0.0"
"2022-03-08T00:00:00","ucl-prod\hypervisors","299.98","12.98","27.76","2.68","48.64","80.77","9.07","27.92","123.09","0.03","96221.89","1235889.75","102.42","0.83","7.68","0.0","0.27","1.44","0.0"
"2022-03-09T00:00:00","ucl-prod\hypervisors","299.91","12.82","28.53","3.68","48.1","77.8","9.06","38.75","143.15","0.01","236768.2","1463254.29","114.73","0.86","8.9","0.0","0.31","1.35","0.0"
"2022-03-10T00:00:00","ucl-prod\hypervisors","302.63","13.06","28.86","3.85","48.96","77.93","10.17","42.85","203.06","0.0","203208.64","2248329.65","115.17","0.93","10.59","0.0","0.27","1.08","0.0"
"2022-03-11T00:00:00","ucl-prod\hypervisors","305.57","13.32","28.03","4.0","49.48","77.34","10.18","48.88","320.58","0.01","276196.63","1904809.82","101.62","1.04","9.82","0.0","0.3","1.22","0.0"
"2022-03-12T00:00:00","ucl-prod\hypervisors","306.0","8.75","20.17","3.54","47.61","75.58","10.18","46.99","319.83","0.01","189933.9","1456299.91","110.31","0.98","8.02","0.0","0.4","1.43","0.0"
"2022-03-13T00:00:00","ucl-prod\hypervisors","301.85","8.27","17.53","3.54","46.69","74.08","10.17","33.65","250.82","0.01","364989.81","3573241.57","124.83","0.84","6.9","0.0","0.26","1.16","0.0"
"2022-03-14T00:00:00","ucl-prod\hypervisors","304.36","12.73","25.81","4.07","48.55","76.59","10.17","37.05","243.58","0.01","135492.67","938643.0","97.75","0.89","8.37","0.0","0.23","0.99","0.0"
"2022-03-15T00:00:00","ucl-prod\hypervisors","306.0","12.87","24.96","3.45","48.69","76.73","10.17","36.8","129.89","0.01","79756.83","404936.83","94.28","1.04","10.09","0.0","0.28","1.01","0.0"
"2022-03-16T00:00:00","ucl-prod\hypervisors","305.78","12.75","25.64","3.72","48.87","77.2","10.17","34.05","146.41","0.02","255861.93","1731357.89","90.26","1.0","10.09","0.0","0.24","0.85","0.0"
"2022-03-17T00:00:00","ucl-prod\hypervisors","306.0","13.7","27.74","3.12","50.59","79.96","10.17","45.37","210.27","0.02","250407.52","1432034.86","98.47","0.95","8.7","0.0","0.52","1.7","0.0"
"2022-03-18T00:00:00","ucl-prod\hypervisors","303.74","12.66","24.69","2.6","51.69","83.5","10.18","45.59","305.48","0.0","187774.22","2060489.65","117.69","0.83","6.59","0.0","0.33","1.18","0.0"
"2022-03-19T00:00:00","ucl-prod\hypervisors","305.0","8.2","16.75","2.54","49.82","79.76","10.18","43.91","261.85","0.0","314563.8","1844079.92","88.21","0.73","6.6","0.0","0.23","0.97","0.0"
"2022-03-20T00:00:00","ucl-prod\hypervisors","301.87","9.03","17.94","2.56","51.57","86.31","10.17","42.95","331.71","0.0","211849.75","2092207.09","88.08","0.8","7.94","0.0","0.32","1.21","0.0"
"2022-03-21T00:00:00","ucl-prod\hypervisors","305.0","11.99","23.47","2.64","51.41","86.5","10.18","40.23","174.01","0.0","239443.21","1206563.41","96.28","0.68","6.35","0.0","0.21","0.76","0.0"
"2022-03-22T00:00:00","ucl-prod\hypervisors","304.98","11.86","23.85","2.63","50.03","83.66","10.18","34.01","145.04","0.01","204438.15","1175467.3","109.17","0.65","5.39","0.0","0.23","0.83","0.0"
"2022-03-23T00:00:00","ucl-prod\hypervisors","305.0","11.92","22.69","2.6","49.97","83.46","10.18","32.32","148.14","0.02","204958.7","2901085.75","86.92","0.72","6.98","0.0","0.18","0.72","0.0"
"2022-03-24T00:00:00","ucl-prod\hypervisors","304.99","12.78","25.1","2.65","50.37","84.24","9.03","44.72","171.23","0.02","253457.54","1429635.63","102.62","0.93","11.28","0.0","0.96","3.49","0.0"
"2022-03-25T00:00:00","ucl-prod\hypervisors","305.0","12.6","26.21","2.62","50.24","83.84","8.05","50.81","293.25","0.02","324778.71","1630713.98","88.31","0.86","9.1","0.0","0.37","1.46","0.0"
"2022-03-26T00:00:00","ucl-prod\hypervisors","305.0","8.12","25.25","2.6","47.97","80.54","8.05","58.16","296.02","0.02","153494.67","912433.94","87.64","0.81","7.05","0.0","0.37","1.42","0.0"
"2022-03-27T00:00:00","ucl-prod\hypervisors","294.22","7.93","20.23","2.6","49.87","82.62","8.05","50.7","276.71","0.03","172392.58","1509077.41","88.93","0.79","6.21","0.0","0.26","1.1","0.0"
"2022-03-28T00:00:00","ucl-prod\hypervisors","300.31","11.82","23.8","2.59","51.29","88.13","8.05","41.94","257.18","0.02","160781.59","1067530.21","86.59","0.84","8.55","0.0","0.41","1.83","0.0"
"2022-03-29T00:00:00","ucl-prod\hypervisors","305.35","12.0","23.42","2.94","51.05","85.14","8.04","39.72","289.45","0.03","180377.52","1327204.26","91.45","0.83","8.28","0.0","0.34","1.4","0.0"
"2022-03-30T00:00:00","ucl-prod\hypervisors","315.3","12.24","23.32","3.13","54.09","88.96","10.67","39.8","216.36","0.02","196561.21","1656320.66","107.92","0.79","6.72","0.0","0.33","1.2","0.0"
